timestamp,value
1612845060,2.65
1612845120,1.7667
1612845180,1.3
1612845240,1.9508
1612845300,1.5932
1612845360,1.8167
1612845420,1.8167
1612845480,1.6
1612845540,1.8333
1612845600,1.1667
1612845660,1.9016
1612845720,2.3729
1612845780,2.0
1612845840,1.55
1612845900,1.75
1612845960,2.0167
1612846020,2.1
1612846080,2.3279
1612846140,1.9322
1612846200,1.2833
1612846260,1.4667
1612846320,1.3667
1612846380,1.65
1612846440,2.1167
1612846500,2.2167
1612846560,2.2667
1612846620,1.4333
1612846680,0.8667
1612846740,1.1333
1612846800,2.0167
1612846860,3.0
1612846920,2.3443000000000005
1612846980,2.339
1612847040,2.5167
1612847100,1.9167000000000003
1612847160,1.65
1612847220,1.85
1612847280,1.5
1612847340,1.9672
1612847400,1.7627
1612847460,1.65
1612847520,1.8833
1612847580,1.6333
1612847640,2.4167
1612847700,2.1333
1612847760,1.9508
1612847820,1.6780000000000004
1612847880,1.05
1612847940,1.5333
1612848000,1.3833
1612848060,1.1967
1612848120,1.4746
1612848180,1.4167
1612848240,1.25
1612848300,1.55
1612848360,1.5667
1612848420,1.35
1612848480,1.459
1612848540,2.0678
1612848600,1.5
1612848660,1.9667
1612848720,2.2333
1612848780,2.0
1612848840,2.1833
1612848900,2.4333
1612848960,2.25
1612849020,1.6
1612849080,1.7667
1612849140,2.55
1612849200,2.1
1612849260,1.5738
1612849320,1.3219999999999998
1612849380,2.0333
1612849440,1.5667
1612849500,1.35
1612849560,1.5
1612849620,2.2167
1612849680,2.7833
1612849740,2.0656
1612849800,1.4576
1612849860,2.0167
1612849920,2.1167
1612849980,2.2167
1612850040,3.15
1612850100,1.8361
1612850160,1.1186
1612850220,2.5
1612850280,2.6667
1612850340,1.9333
1612850400,2.3667
1612850460,2.7
1612850520,2.2951
1612850580,3.5424
1612850640,2.8667
1612850700,1.55
1612850760,2.35
1612850820,2.6
1612850880,1.5167
1612850940,1.6393
1612851000,1.9661
1612851060,2.7333
1612851120,2.7
1612851180,2.1
1612851240,2.0167
1612851300,1.5333
1612851360,1.6885
1612851420,1.8983
1612851480,1.9508
1612851540,2.4068
1612851600,2.7167000000000003
1612851660,1.9333
1612851720,1.55
1612851780,2.0656
1612851840,2.0508
1612851900,2.4167
1612851960,2.6833
1612852020,2.3667
1612852080,2.9667
1612852140,3.2833
1612852200,1.9836
1612852260,1.2542
1612852320,1.4667
1612852380,1.7667
1612852440,3.15
1612852500,2.25
1612852560,2.6167
1612852620,2.377
1612852680,1.0847
1612852740,1.9167000000000003
1612852800,1.9833
1612852860,2.1833
1612852920,2.2
1612852980,2.3167
1612853040,3.0984000000000003
1612853100,3.3898
1612853160,3.8667
1612853220,3.1167
1612853280,2.2
1612853340,2.1667
1612853400,1.9667
1612853460,2.459
1612853520,2.4407
1612853580,2.8167
1612853640,3.25
1612853700,2.3167
1612853760,1.6
1612853820,2.0
1612853880,1.8852
1612853940,2.1525
1612854000,2.35
1612854060,3.2667000000000006
1612854120,3.2
1612854180,2.8
1612854240,2.6667
1612854300,2.2333
1612854360,2.0656
1612854420,1.4407
1612854480,1.5333
1612854540,1.8667
1612854600,1.6
1612854660,2.1167
1612854720,3.3333
1612854780,1.9836
1612854840,1.1695
1612854900,1.8167
1612854960,1.9
1612855020,2.0333
1612855080,2.2167
1612855140,1.5246
1612855200,2.0169
1612855260,2.6667
1612855320,1.9333
1612855380,2.3333
1612855440,3.1
1612855500,3.5410000000000004
1612855560,3.4237
1612855620,1.8667
1612855680,2.2833
1612855740,2.6
1612855800,2.1
1612855860,2.2167
1612855920,1.8852
1612855980,3.6441
1612856040,3.6833
1612856100,2.25
1612856160,2.8333
1612856220,2.7167000000000003
1612856280,2.65
1612856340,2.2131
1612856400,1.0169
1612856460,1.65
1612856520,2.3833
1612856580,3.5667
1612856640,2.6167
1612856700,1.8333
1612856760,3.1667
1612856820,3.1966999999999994
1612856880,1.8983
1612856940,2.8667
1612857000,2.4667
1612857060,2.1667
1612857120,1.9333
1612857180,2.5167
1612857240,2.5738
1612857300,1.4746
1612857360,1.55
1612857420,2.1833
1612857480,1.7
1612857540,2.05
1612857600,1.8167
1612857660,1.4167
1612857720,1.95
1612857780,3.0833000000000004
1612857840,2.25
1612857900,1.9
1612857960,1.7
1612858020,1.6
1612858080,1.918
1612858140,2.5593
1612858200,2.3167
1612858260,2.8667
1612858320,2.35
1612858380,1.2
1612858440,0.9667
1612858500,0.9672
1612858560,1.9492
1612858620,1.95
1612858680,1.1833
1612858740,1.2167
1612858800,0.9667
1612858860,1.1967
1612858920,1.5424
1612858980,2.1167
1612859040,2.7333
1612859100,1.6393
1612859160,1.3051
1612859220,1.2333
1612859280,1.9333
1612859340,3.1667
1612859400,3.25
1612859460,2.65
1612859520,1.8197
1612859580,2.2712
1612859640,2.4833
1612859700,2.5667
1612859760,1.7667
1612859820,1.1833
1612859880,1.5167
1612859940,2.1639
1612860000,2.6271
1612860060,2.4
1612860120,2.15
1612860180,1.3333
1612860240,1.0167
1612860300,1.15
1612860360,1.541
1612860420,2.3898
1612860480,2.3167
1612860540,2.5833
1612860600,2.95
1612860660,3.6333
1612860720,2.6
1612860780,2.1167
1612860840,2.4426
1612860900,1.4237
1612860960,1.1
1612861020,1.65
1612861080,1.75
1612861140,1.3833
1612861200,2.2333
1612861260,2.6557
1612861320,3.0169
1612861380,3.0667
1612861440,2.1833
1612861500,1.45
1612861560,2.1
1612861620,2.2167
1612861680,1.3769999999999998
1612861740,3.0508
1612861800,3.1833
1612861860,2.3833
1612861920,2.3667
1612861980,1.8167
1612862040,1.5167
1612862100,2.0
1612862160,2.0
1612862220,1.9322
1612862280,1.5333
1612862340,2.3833
1612862400,2.1333
1612862460,1.5833
1612862520,2.4667
1612862580,2.5082
1612862640,1.9153
1612862700,2.1
1612862760,2.7333
1612862820,3.5167
1612862880,3.3167
1612862940,2.0
1612863000,1.5593
1612863060,2.8033
1612863120,2.1864
1612863180,1.6721
1612863240,2.2881
1612863300,2.1167
1612863360,1.8833
1612863420,2.0667
1612863480,1.3667
1612863540,1.45
1612863600,1.3769999999999998
1612863660,1.1017
1612863720,1.4
1612863780,2.0167
1612863840,1.2167
1612863900,1.3167
1612863960,1.4426
1612864020,1.6949
1612864080,2.1167
1612864140,1.9167000000000003
1612864200,1.3
1612864260,1.0833
1612864320,1.05
1612864380,1.2459
1612864440,1.5763
1612864500,2.2167
1612864560,2.75
1612864620,2.1148
1612864680,1.3559
1612864740,1.45
1612864800,1.55
1612864860,2.0167
1612864920,1.55
1612864980,1.5333
1612865040,1.4098
1612865100,1.5424
1612865160,1.45
1612865220,1.7833
1612865280,2.0
1612865340,2.5333
1612865400,2.45
1612865460,2.3115
1612865520,2.1356
1612865580,1.7833
1612865640,1.75
1612865700,2.0
1612865760,2.0167
1612865820,2.0
1612865880,2.7119
1612865940,2.2
1612866000,1.05
1612866060,1.2333
1612866120,1.9667
1612866180,1.9
1612866240,1.5
1612866300,1.7213
1612866360,1.2542
1612866420,1.7
1612866480,1.9667
1612866540,1.6333
1612866600,1.2
1612866660,2.0984
1612866720,2.0847
1612866780,1.7167
1612866840,1.7667
1612866900,1.4333
1612866960,1.2833
1612867020,1.6833
1612867080,1.9508
1612867140,2.2542
1612867200,1.9
1612867260,1.25
1612867320,1.8
1612867380,2.0
1612867440,1.5667
1612867500,1.3443
1612867560,1.8644
1612867620,1.5
1612867680,1.7167
1612867740,1.7167
1612867800,1.7167
1612867860,1.45
1612867920,0.9508
1612867980,1.1356
1612868040,1.2667
1612868100,1.2667
1612868160,1.8833
1612868220,1.6833
1612868280,1.3667
1612868340,1.918
1612868400,1.4237
1612868460,1.9167000000000003
1612868520,1.75
1612868580,0.9833
1612868640,1.4754
1612868700,1.2203
1612868760,1.2667
1612868820,1.65
1612868880,1.4098
1612868940,1.5932
1612869000,1.5833
1612869060,1.3833
1612869120,1.2
1612869180,1.4333
1612869240,1.1148
1612869300,1.0339
1612869360,1.45
1612869420,1.5833
1612869480,1.15
1612869540,1.1667
1612869600,1.1333
1612869660,1.2167
1612869720,1.1667
1612869780,1.5
1612869840,1.6167
1612869900,1.65
1612869960,1.7333
1612870020,1.8
1612870080,1.55
1612870140,2.0333
1612870200,1.8667
1612870260,1.4
1612870320,1.05
1612870380,1.05
1612870440,0.9333
1612870500,1.3833
1612870560,1.75
1612870620,1.5833
1612870680,1.4
1612870740,1.5
1612870800,1.3
1612870860,0.9016
1612870920,1.3051
1612870980,1.5333
1612871040,1.6
1612871100,1.45
1612871160,1.5333
1612871220,1.7667
1612871280,1.4333
1612871340,1.4
1612871400,1.5833
1612871460,1.2
1612871520,1.0333
1612871580,1.15
1612871640,1.3833
1612871700,1.4833
1612871760,1.4426
1612871820,1.4407
1612871880,2.1
1612871940,1.9167000000000003
1612872000,1.5667
1612872060,1.7833
1612872120,1.3167
1612872180,1.3607
1612872240,1.2712
1612872300,1.25
1612872360,1.4833
1612872420,1.4667
1612872480,1.0333
1612872540,1.7
1612872600,2.0328
1612872660,2.0169
1612872720,1.6333
1612872780,1.6
1612872840,2.15
1612872900,1.6885
1612872960,1.9153
1612873020,2.35
1612873080,1.7833
1612873140,1.5833
1612873200,1.7167
1612873260,1.6
1612873320,1.1148
1612873380,1.2203
1612873440,1.55
1612873500,1.6833
1612873560,1.6333
1612873620,2.0
1612873680,1.7
1612873740,1.4262
1612873800,1.3729
1612873860,1.7167
1612873920,1.2
1612873980,1.2167
1612874040,1.4167
1612874100,1.1167
1612874160,1.3115
1612874220,1.0678
1612874280,1.1833
1612874340,1.2167
1612874400,1.2459
1612874460,1.1186
1612874520,1.3833
1612874580,1.4833
1612874640,1.45
1612874700,1.3607
1612874760,1.1864
1612874820,1.6667
1612874880,1.6167
1612874940,1.5667
1612875000,1.6667
1612875060,1.4098
1612875120,1.0339
1612875180,1.1333
1612875240,1.6
1612875300,1.7
1612875360,1.55
1612875420,1.0833
1612875480,1.2623
1612875540,1.1356
1612875600,1.5333
1612875660,1.9833
1612875720,1.8167
1612875780,1.5833
1612875840,1.6833
1612875900,1.3769999999999998
1612875960,1.6780000000000004
1612876020,1.45
1612876080,1.3667
1612876140,1.8
1612876200,1.5
1612876260,1.3167
1612876320,1.0333
1612876380,1.5246
1612876440,1.5763
1612876500,1.15
1612876560,1.0333
1612876620,1.3667
1612876680,1.4333
1612876740,1.3
1612876800,1.2131
1612876860,1.5593
1612876920,1.4167
1612876980,1.2167
1612877040,1.35
1612877100,1.35
1612877160,1.6833
1612877220,2.0
1612877280,1.9831
1612877340,1.8
1612877400,1.6
1612877460,1.85
1612877520,1.45
1612877580,1.7333
1612877640,2.6167
1612877700,2.1667
1612877760,1.3
1612877820,1.3
1612877880,1.55
1612877940,1.6667
1612878000,1.7333
1612878060,1.8
1612878120,1.3115
1612878180,1.3559
1612878240,1.5
1612878300,1.1333
1612878360,0.9
1612878420,0.6833
1612878480,0.85
1612878540,0.9
1612878600,0.2787
1612878660,0.6271
1612878720,0.6667
1612878780,0.4167
1612878840,0.5833
1612878900,0.9333
1612878960,0.95
1612879020,0.5246
1612879080,0.7119
1612879140,0.9333
1612879200,0.8333
1612879260,1.05
1612879320,0.8
1612879380,0.8689
1612879440,1.0847
1612879500,0.8
1612879560,0.55
1612879620,0.5333
1612879680,0.5833
1612879740,0.4667
1612879800,0.5246
1612879860,0.7458
1612879920,0.75
1612879980,0.5167
1612880040,1.1167
1612880100,0.7667
1612880160,0.3
1612880220,0.5574
1612880280,0.6609999999999999
1612880340,0.7167
1612880400,0.6333
1612880460,0.4833
1612880520,0.6
1612880580,0.5
1612880640,0.3833
1612880700,0.4
1612880760,0.4667
1612880820,0.75
1612880880,0.8
1612880940,0.7833
1612881000,0.5
1612881060,0.8167
1612881120,0.623
1612881180,0.5254
1612881240,0.55
1612881300,0.6333
1612881360,0.4667
1612881420,0.5167
1612881480,0.6
1612881540,0.6721
1612881600,0.8475
1612881660,0.5333
1612881720,0.3167
1612881780,0.4333
1612881840,0.7167
1612881900,0.5167
1612881960,0.4098
1612882020,0.3898
1612882080,0.3667
1612882140,0.6
1612882200,0.2833
1612882260,0.5333
1612882320,0.7
1612882380,0.5902
1612882440,0.5254
1612882500,0.5333
1612882560,0.65
1612882620,0.6333
1612882680,0.5167
1612882740,0.5333
1612882800,0.541
1612882860,0.9322
1612882920,0.6667
1612882980,0.8167
1612883040,0.6167
1612883100,0.5833
1612883160,0.6167
1612883220,0.4
1612883280,0.6167
1612883340,0.6667
1612883400,0.25
1612883460,0.3833
1612883520,0.2623
1612883580,0.4746
1612883640,0.6667
1612883700,0.4833
1612883760,0.5167
1612883820,0.6167
1612883880,0.4833
1612883940,0.45
1612884000,0.4426
1612884060,0.5593
1612884120,0.4667
1612884180,0.4
1612884240,0.5167
1612884300,0.2667
1612884360,0.4167
1612884420,0.45
1612884480,0.4918
1612884540,0.7458
1612884600,0.5167
1612884660,0.6
1612884720,0.45
1612884780,0.18330000000000002
1612884840,0.3667
1612884900,0.4262
1612884960,0.2881
1612885020,0.3833
1612885080,0.25
1612885140,0.4
1612885200,0.4
1612885260,0.3833
1612885320,0.4754
1612885380,0.5763
1612885440,0.5667
1612885500,0.4667
1612885560,0.3667
1612885620,0.4167
1612885680,0.45
1612885740,0.3833
1612885800,0.3934
1612885860,0.3389999999999999
1612885920,0.3333
1612885980,0.38100000000000006
1612886040,0.5439
1612886100,0.6
1612886160,0.4333
1612886220,0.5902
1612886280,0.4576
1612886340,0.6333
1612886400,0.4833
1612886400,0.4833
1612886460,0.9
1612886520,0.5902
1612886580,0.4576
1612886640,0.5667
1612886700,0.75
1612886760,0.9
1612886820,0.6333
1612886880,0.6557
1612886940,0.5254
1612887000,0.6
1612887060,0.5833
1612887120,0.3833
1612887180,0.5167
1612887240,0.55
1612887300,0.4833
1612887360,0.4262
1612887420,0.5254
1612887480,0.6667
1612887540,1.05
1612887600,1.0333
1612887660,0.6167
1612887720,0.6833
1612887780,0.9344
1612887840,0.7119
1612887900,0.5
1612887960,0.5833
1612888020,0.55
1612888080,0.3667
1612888140,0.35
1612888200,0.3667
1612888260,0.6833
1612888320,0.55
1612888380,0.6167
1612888440,0.4833
1612888500,0.3667
1612888560,0.2167
1612888620,0.3115
1612888680,0.23730000000000007
1612888740,0.55
1612888800,0.55
1612888860,0.4333
1612888920,0.3667
1612888980,0.2667
1612889040,0.4333
1612889100,0.4589999999999999
1612889160,0.2881
1612889220,0.45
1612889280,0.5333
1612889340,0.5333
1612889400,0.4167
1612889460,0.4
1612889520,0.4262
1612889580,0.3051
1612889640,0.5667
1612889700,0.3
1612889760,0.2667
1612889820,0.4
1612889880,0.3333
1612889940,0.4098
1612890000,0.2881
1612890060,0.6
1612890120,0.2667
1612890180,0.25
1612890240,0.2667
1612890300,0.3
1612890360,0.4098
1612890420,0.3729
1612890480,0.4833
1612890540,0.4833
1612890600,0.45
1612890660,0.4167
1612890720,0.4667
1612890780,0.3333
1612890840,0.3607
1612890900,0.322
1612890960,0.3
1612891020,0.18330000000000002
1612891080,0.18330000000000002
1612891140,0.3667
1612891200,0.16669999999999996
1612891260,0.2623
1612891320,0.3051
1612891380,0.2333
1612891440,0.45
1612891500,0.2833
1612891560,0.18330000000000002
1612891620,0.25
1612891680,0.2787
1612891740,0.40679999999999994
1612891800,0.3
1612891860,0.4333
1612891920,0.4333
1612891980,0.3167
1612892040,0.18330000000000002
1612892100,0.25
1612892160,0.2459
1612892220,0.4746
1612892280,0.25
1612892340,0.18330000000000002
1612892400,0.3
1612892460,0.3
1612892520,0.3667
1612892580,0.18330000000000002
1612892640,0.18030000000000002
1612892700,0.2712
1612892760,0.16669999999999996
1612892820,0.3167
1612892880,0.25
1612892940,0.16669999999999996
1612893000,0.18330000000000002
1612893060,0.18030000000000002
1612893120,0.3559
1612893180,0.18330000000000002
1612893240,0.2667
1612893300,0.18330000000000002
1612893360,0.19999999999999996
1612893420,0.3833
1612893480,0.2951
1612893540,0.16949999999999998
1612893600,0.19999999999999996
1612893660,0.5333
1612893720,0.3
1612893780,0.2167
1612893840,0.19999999999999996
1612893900,0.19999999999999996
1612893960,0.22950000000000004
1612894020,0.5085
1612894080,0.2167
1612894140,0.3
1612894200,0.19999999999999996
1612894260,0.2833
1612894320,0.4
1612894380,0.19669999999999999
1612894440,0.20340000000000003
1612894500,0.2333
1612894560,0.2667
1612894620,0.4333
1612894680,0.2167
1612894740,0.2333
1612894800,0.3
1612894860,0.19999999999999996
1612894920,0.3
1612894980,0.2167
1612895040,0.2167
1612895100,0.19999999999999996
1612895160,0.19999999999999996
1612895220,0.3167
1612895280,0.2167
1612895340,0.19999999999999996
1612895400,0.2167
1612895460,0.4667
1612895520,0.3333
1612895580,0.3
1612895640,0.2167
1612895700,0.2951
1612895760,0.22029999999999994
1612895820,0.3167
1612895880,0.19999999999999996
1612895940,0.2167
1612896000,0.19999999999999996
1612896060,0.19999999999999996
1612896120,0.3
1612896180,0.19669999999999999
1612896240,0.22029999999999994
1612896300,0.2167
1612896360,0.19999999999999996
1612896420,0.3333
1612896480,0.18330000000000002
1612896540,0.2167
1612896600,0.19669999999999999
1612896660,0.22029999999999994
1612896720,0.2833
1612896780,0.2167
1612896840,0.19999999999999996
1612896900,0.2167
1612896960,0.19999999999999996
1612897020,0.3
1612897080,0.19669999999999999
1612897140,0.22029999999999994
1612897200,0.18330000000000002
1612897260,0.5
1612897320,0.2667
1612897380,0.16669999999999996
1612897440,0.18330000000000002
1612897500,0.16669999999999996
1612897560,0.16669999999999996
1612897620,0.3667
1612897680,0.16669999999999996
1612897740,0.18330000000000002
1612897800,0.16669999999999996
1612897860,0.16669999999999996
1612897920,0.3
1612897980,0.16389999999999993
1612898040,0.1864
1612898100,0.3
1612898160,0.16669999999999996
1612898220,0.2833
1612898280,0.16669999999999996
1612898340,0.18330000000000002
1612898400,0.16669999999999996
1612898460,0.16389999999999993
1612898520,0.2712
1612898580,0.18330000000000002
1612898640,0.16669999999999996
1612898700,0.18330000000000002
1612898760,0.16669999999999996
1612898820,0.3
1612898880,0.18330000000000002
1612898940,0.18330000000000002
1612899000,0.16669999999999996
1612899060,0.5
1612899120,0.2667
1612899180,0.18330000000000002
1612899240,0.18330000000000002
1612899300,0.16669999999999996
1612899360,0.16389999999999993
1612899420,0.2881
1612899480,0.18330000000000002
1612899540,0.18330000000000002
1612899600,0.18330000000000002
1612899660,0.16669999999999996
1612899720,0.2667
1612899780,0.16669999999999996
1612899840,0.18030000000000002
1612899900,0.1864
1612899960,0.18330000000000002
1612900020,0.4
1612900080,0.16669999999999996
1612900140,0.18330000000000002
1612900200,0.2667
1612900260,0.18330000000000002
1612900320,0.2623
1612900380,0.16949999999999998
1612900440,0.16669999999999996
1612900500,0.19999999999999996
1612900560,0.16669999999999996
1612900620,0.3167
1612900680,0.25
1612900740,0.18030000000000002
1612900800,0.20340000000000003
1612900860,0.5667
1612900920,0.3
1612900980,0.19999999999999996
1612901040,0.19999999999999996
1612901100,0.2167
1612901160,0.19999999999999996
1612901220,0.377
1612901280,0.22029999999999994
1612901340,0.2167
1612901400,0.19999999999999996
1612901460,0.2333
1612901520,0.3833
1612901580,0.3
1612901640,0.21310000000000007
1612901700,0.20340000000000003
1612901760,0.2167
1612901820,0.3167
1612901880,0.2167
1612901940,0.19999999999999996
1612902000,0.2167
1612902060,0.21310000000000007
1612902120,0.3051
1612902180,0.19999999999999996
1612902240,0.19999999999999996
1612902300,0.2167
1612902360,0.19999999999999996
1612902420,0.3333
1612902480,0.2167
1612902540,0.19669999999999999
1612902600,0.22029999999999994
1612902660,0.4
1612902720,0.3
1612902780,0.19999999999999996
1612902840,0.2167
1612902900,0.19999999999999996
1612902960,0.21310000000000007
1612903020,0.3389999999999999
1612903080,0.19999999999999996
1612903140,0.2167
1612903200,0.19999999999999996
1612903260,0.2167
1612903320,0.3
1612903380,0.3167
1612903440,0.22950000000000004
1612903500,0.322
1612903560,0.18330000000000002
1612903620,0.3333
1612903680,0.2167
1612903740,0.2167
1612903800,0.2167
1612903860,0.19669999999999999
1612903920,0.3051
1612903980,0.3
1612904040,0.2333
1612904100,0.2167
1612904160,0.2167
1612904220,0.3167
1612904280,0.21310000000000007
1612904340,0.22029999999999994
1612904400,0.18330000000000002
1612904460,0.3667
1612904520,0.2667
1612904580,0.18330000000000002
1612904640,0.16669999999999996
1612904700,0.18030000000000002
1612904760,0.16949999999999998
1612904820,0.35
1612904880,0.18330000000000002
1612904940,0.18330000000000002
1612905000,0.15000000000000002
1612905060,0.2667
1612905120,0.2459
1612905180,0.1864
1612905240,0.16669999999999996
1612905300,0.16669999999999996
1612905360,0.18330000000000002
1612905420,0.2833
1612905480,0.18330000000000002
1612905540,0.15000000000000002
1612905600,0.18030000000000002
1612905660,0.16949999999999998
1612905720,0.2667
1612905780,0.16669999999999996
1612905840,0.2833
1612905900,0.25
1612905960,0.18330000000000002
1612906020,0.2833
1612906080,0.18030000000000002
1612906140,0.1864
1612906200,0.16669999999999996
1612906260,0.3667
1612906320,0.2667
1612906380,0.2667
1612906440,0.16669999999999996
1612906500,0.18030000000000002
1612906560,0.16949999999999998
1612906620,0.3833
1612906680,0.18330000000000002
1612906740,0.16669999999999996
1612906800,0.16669999999999996
1612906860,0.16669999999999996
1612906920,0.3667
1612906980,0.18030000000000002
1612907040,0.16949999999999998
1612907100,0.2833
1612907160,0.18330000000000002
1612907220,0.3
1612907280,0.16669999999999996
1612907340,0.18330000000000002
1612907400,0.16669999999999996
1612907460,0.16389999999999993
1612907520,0.2712
1612907580,0.16669999999999996
1612907640,0.18330000000000002
1612907700,0.18330000000000002
1612907760,0.16669999999999996
1612907820,0.4
1612907880,0.18330000000000002
1612907940,0.16669999999999996
1612908000,0.19999999999999996
1612908060,0.4167
1612908120,0.3
1612908180,0.19669999999999999
1612908240,0.20340000000000003
1612908300,0.2167
1612908360,0.19999999999999996
1612908420,0.4
1612908480,0.19999999999999996
1612908540,0.2167
1612908600,0.3333
1612908660,0.21310000000000007
1612908720,0.40679999999999994
1612908780,0.3
1612908840,0.18330000000000002
1612908900,0.18330000000000002
1612908960,0.3
1612909020,0.4
1612909080,0.18030000000000002
1612909140,0.1864
1612909200,0.2833
1612909260,0.18330000000000002
1612909320,0.3667
1612909380,0.2833
1612909440,0.2333
1612909500,0.3333
1612909560,0.18030000000000002
1612909620,0.4407
1612909680,0.18330000000000002
1612909740,0.2833
1612909800,0.3
1612909860,0.6333
1612909920,0.3443
1612909980,0.1864
1612910040,0.2833
1612910100,0.18330000000000002
1612910160,0.18330000000000002
1612910220,0.3833
1612910280,0.2833
1612910340,0.4
1612910400,0.3279
1612910460,0.1864
1612910520,0.3833
1612910580,0.3167
1612910640,0.5
1612910700,0.3
1612910760,0.18330000000000002
1612910820,0.3
1612910880,0.2623
1612910940,0.1864
1612911000,0.3167
1612911060,0.3167
1612911120,0.3667
1612911180,0.3
1612911240,0.19999999999999996
1612911300,0.2833
1612911360,0.3607
1612911420,0.4746
1612911480,0.3167
1612911540,0.4
1612911600,0.25
1612911660,0.45
1612911720,0.3167
1612911780,0.2833
1612911840,0.15000000000000002
1612911900,0.2667
1612911960,0.25
1612912020,0.4333
1612912080,0.19999999999999996
1612912140,0.4167
1612912200,0.541
1612912260,0.3729
1612912320,0.3333
1612912380,0.35
1612912440,0.3
1612912500,0.15000000000000002
1612912560,0.2667
1612912620,0.4589999999999999
1612912680,0.4915
1612912740,0.3
1612912800,0.3167
1612912860,0.55
1612912920,0.45
1612912980,0.3333
1612913040,0.2333
1612913100,0.22950000000000004
1612913160,0.3559
1612913220,0.5333
1612913280,0.4333
1612913340,0.4
1612913400,0.2833
1612913460,0.35
1612913520,0.3333
1612913580,0.25
1612913640,0.2667
1612913700,0.3167
1612913760,0.4667
1612913820,0.5667
1612913880,0.4167
1612913940,0.35
1612914000,0.541
1612914060,0.3051
1612914120,0.2833
1612914180,0.3333
1612914240,0.35
1612914300,0.3167
1612914360,0.3833
1612914420,0.3833
1612914480,0.3934
1612914540,0.5254
1612914600,0.3667
1612914660,0.3333
1612914720,0.3
1612914780,0.3667
1612914840,0.25
1612914900,0.3333
1612914960,0.2459
1612915020,0.3729
1612915080,0.2167
1612915140,0.2667
1612915200,0.4167
1612915260,0.5
1612915320,0.3167
1612915380,0.4098
1612915440,0.5932
1612915500,0.5333
1612915560,0.3833
1612915620,0.5333
1612915680,0.4833
1612915740,0.75
1612915800,0.8167
1612915860,0.5902
1612915920,0.7797
1612915980,0.7667
1612916040,0.4333
1612916100,0.5833
1612916160,0.9
1612916220,0.8833
